word	x	y	nearest
幸福	53.4050342549	24.2929044257	0.613
巧手	13.1345717836	-7.91339039312	0.468
发现	-30.1646418111	55.8802983363	0.524
陡峭	-27.6453813025	-48.2774757374	0.678
爱	51.9242922104	31.5279154699	0.712
袍料	6.46579792236	-82.6489501847	0.718
得到	-48.3165699082	21.2459198163	0.648
温柔	-19.6875685587	76.4970769579	0.584
冤气	41.2547094461	26.496513827	0.624
公妈	16.1972080273	-48.4098454252	0.486
这一	-60.1869283332	8.92635249073	0.667
写出	49.039560045	-71.330303779	0.572
一句	-92.5658169481	-9.60395132461	0.518
初服	18.4672797121	-43.2963853555	0.467
感动	17.2125289066	35.5670580715	0.544
身旁	6.03058245709	48.7882131046	0.678
红外线	-23.1396738644	-0.430458219721	0.578
愿	37.6676833314	36.2092344104	0.466
心语	50.454888472	10.8247754448	0.547
写信给	35.5851716195	-83.0623578322	0.676
父母亲	101.733416964	-0.515606911283	0.680
认识	1.65516679011	31.0758654231	0.557
身边	6.09908829495	49.3906815215	0.678
请	25.9021297004	60.509458959	0.547
小说	45.9374054578	-61.8873697934	0.595
著	-22.7141853295	33.9404948325	0.695
少年心	51.034651347	13.5286089404	0.547
得	-2.35267090241	-3.41620105498	0.527
大爱	57.10681915	2.56304279783	0.628
爇	20.2261324222	-47.5514600016	0.662
害怕	-6.62071638279	58.1655422337	0.669
波澜	27.4793055379	-5.523624318	0.413
生活	83.378838927	-14.5250315059	0.536
礼貌	-23.6304617039	77.1049805561	0.677
天涯海角	48.4425320892	13.6873997939	0.520
比较文学	51.1217374672	-57.4626079506	0.635
填	23.6028959104	-16.2163897747	0.499
一定	-79.7654138813	27.4495667307	0.567
儿子	100.830604494	-6.48143550838	0.829
哪敢	6.59252864836	-8.1568604065	0.522
顽皮	66.1603599615	-15.9750254616	0.542
直到	-38.2406031631	-0.918516355372	0.771
有时候	-28.8324375633	78.6107221503	0.752
只要	-80.6999277332	24.553655239	0.688
天涯	55.1532623004	-10.5693451546	0.585
用尽	-63.7024089863	-54.0999058451	0.604
回答	25.0849965723	62.165730317	0.547
眼泪	54.0887165594	31.5505928485	0.599
都	-52.9391587333	4.09070377222	0.562
三日	11.408058296	-64.9542333933	0.545
适应环境	-26.6973320215	-28.5778266056	0.495
哭	44.2293287073	47.0111883504	0.530
用牌	0.260061880185	-26.3960964951	0.494
平鑫涛	45.0906751322	-47.5468580707	0.643
亲临	30.013408219	-81.5890031019	0.528
不论	-34.556073937	-88.8567718997	0.727
然后	-36.539868795	10.0904196402	0.606
每件事	-0.538939726618	22.2782740978	0.576
来	-20.8170357625	-14.7038117979	0.476
领放	-8.65306408542	-14.9093106868	0.519
看到	-28.3182136086	58.0915864001	0.708
一向	-14.7562373204	15.7958070394	0.467
陈子	41.1228923594	-20.9361281548	0.620
小玩意儿	1.05116474516	-25.8028870702	0.494
不得不	-11.7210222434	50.5422839031	0.714
不计	-8.78387960538	-36.3627080801	0.448
似的	-25.9510129217	27.0769647681	0.526
北路	-11.0298316322	-95.966643465	0.666
超人	47.0120593704	-8.70332088472	0.433
比	-81.0334930088	29.7933843083	0.571
真情流露	63.3860042764	19.3717442107	0.670
为	-26.0843601433	-10.491617672	0.467
小朋友	23.6143477987	11.3393976607	0.534
后辈	53.6807795642	61.8417202179	0.664
缺乏	-79.8574677653	-2.46860938797	0.688
不能	-81.9803348055	19.6173605264	0.554
瞒	5.86561527247	50.7399611042	0.470
邹志良	38.2885958347	-13.5082498249	0.639
急命	11.413295157	-43.7108771907	0.623
由涂	21.3525645291	-27.4796092639	0.423
代价	-46.752501265	69.4611747464	0.598
每	-98.8528349461	-0.14410387011	0.573
小人物	80.4881859245	21.8004478587	0.540
图片	-32.6171548321	-65.4115209809	0.561
衣摆	2.46593852675	-29.5198907767	0.540
焦急	-4.31430132525	51.9295580053	0.617
与你同在	35.7729302283	35.4574844142	0.466
天空海阔	37.2039447105	23.095408044	0.537
耗尽	-63.7109234272	-54.098743279	0.604
邵宗其	-1.50022244405	-14.7759820638	0.505
失去知觉	-23.3192739458	47.0550259578	0.578
思亲	14.7916770222	-48.9027815109	0.486
日祁	0.886512490754	-9.65267737118	0.557
大部分	-49.7615172254	-17.0233513434	0.548
与	-42.1445741427	-32.3684201145	0.684
说	23.9576848453	60.8785537496	0.650
下	-3.9938552224	-13.3927171353	0.536
上	-33.2722479617	-12.5216691738	0.424
刊登	57.8077320189	-67.1813424778	0.764
生日礼物	27.5416497903	9.95119257531	0.554
故事	17.9269322244	-81.8024282312	0.709
无力	-9.71838141662	50.9588609902	0.522
sundowner	12.8169988688	-18.9224636694	0.464
整个	-49.0237505351	-15.6218239779	0.548
制止	-40.3173362985	19.5752907221	0.665
奏稿	24.2091867382	-44.3439171203	0.708
很大	-70.7299874683	-13.5520595777	0.640
其中	-41.5349596291	-21.7056988617	0.646
一时期	-69.5061711989	-44.7168486425	0.677
季官	27.9118379736	0.801588787717	0.677
不会	-81.804534579	21.1361083756	0.581
秋天	7.89858404379	92.5533861927	0.640
看穿	14.4160103675	23.1014939512	0.499
无论	-34.5559677259	-88.8527465676	0.727
依然	-66.719711123	24.795331405	0.701
感激	17.7911494672	34.0815518519	0.521
唔	75.3824019606	7.78847245098	0.458
二纹	7.64573571443	-32.2338335383	0.481
表达	-53.4920367818	41.377613495	0.586
而	-54.0560812786	10.4581199591	0.701
学习成绩	-24.2401748258	85.7318410477	0.612
向秀吉	-13.804484597	15.7631359415	0.467
发动机舱	-8.81018794662	-21.028770549	0.613
越来越	-64.5188583655	-7.75419818673	0.644
细听	39.2537263698	22.0855084771	0.560
皓然	40.0448831836	-17.0184161671	0.537
能	-91.323535982	24.6999292963	0.844
神伤	12.3385814638	-3.51677615462	0.603
离	13.7499271983	-14.2311587665	0.416
写作	48.8355761898	-62.2362025245	0.555
辛苦	80.5690236842	-5.29977708734	0.512
只好	-12.0897591588	48.8913952745	0.675
叫	31.3332766076	60.7361428049	0.527
告别	43.333903922	15.0355287023	0.462
可	-91.4455215266	20.8642734718	0.681
人迹罕至	-23.774211175	-48.0058259365	0.496
付出	-46.7498171526	69.4552658388	0.598
如果	-80.4242293763	23.5245304398	0.688
差不多	-28.0480666121	21.3923876496	0.517
回到	-48.5481976388	56.3983501909	0.724
吃苦	30.2783150058	27.3867002765	0.566
了解	-0.482099832169	30.3985317958	0.557
包围	-93.3571141449	-33.8264049563	0.514
死撑	15.9720099587	-3.43311848099	0.574
事令	-1.682969455	34.7572195251	0.619
国籍	-17.2743526721	-8.26198021517	0.567
曾	-44.1715195818	-46.963063015	0.757
可悲	23.7815816631	31.5188008606	0.529
及	-44.4665586419	-29.0515268335	0.475
邮局	-25.3595570117	-70.0547971042	0.514
人有	-51.1446858106	-21.7313658372	0.487
享受	85.0852263443	-17.0105928894	0.501
淡远楼	11.3549464401	-26.3780524205	0.563
一样	-27.9699773089	21.9402698555	0.570
受	-78.5939759275	-15.0983914117	0.756
因而	-52.753523773	10.4019559872	0.701
守孝	22.8394790106	-66.2506285263	0.610
我	43.3876932586	49.2383999985	0.869
成	-54.9403428461	-42.2901961748	0.552
难为情	25.8243490256	35.1922046454	0.439
很近	12.9531756765	-13.2876395289	0.477
鬼脸	8.92985174788	-35.1268474364	0.473
依旧	-65.8589303974	24.8781533968	0.701
见过面	2.20556157446	36.2104467288	0.588
惭愧	3.15870717733	60.1651693662	0.584
担心	-7.8662138946	57.8861490518	0.631
当时	-39.5174298078	-11.4949081825	0.513
何等	28.4566519128	-53.1760088199	0.720
爱慕	63.0045236788	44.3602269624	0.534
学生	19.1972100019	-12.2697191808	0.656
斗苦	60.2437159394	18.5182884002	0.670
待遇	85.5692162098	-17.7010408321	0.501
原来	2.72088199939	-7.80536338379	0.455
无法	-84.7139587062	18.2976328071	0.754
当	-2.98209186685	-7.90615497033	0.546
打动	16.2215853114	36.4829020351	0.544
电话	-24.9965168393	-69.4673121547	0.578
简单	-74.9556567628	-24.6150070994	0.612
那种	17.8644157573	46.1914630223	0.528
回应	-54.3685644919	36.9537319218	0.667
能够	-91.2241911976	24.6778468404	0.844
低气压区	-55.5157689626	-42.3690919422	0.503
恨	42.2434289149	31.3275561404	0.497
遗身	23.8235854619	-46.5738603961	0.652
好时节	48.102486091	18.3404857313	0.552
英雄	46.3532794595	-9.55998139372	0.470
每当	-4.30370395782	-6.45428831108	0.492
自己	-10.6490021704	32.1559560328	0.755
连播	2.72203989496	-58.2048899712	0.719
悠闲	23.3240080209	8.10699912528	0.535
斗琳	8.44802672714	-16.6291560706	0.617
展博	5.91441730261	28.1457320913	0.591
这件	13.8640641087	71.2514542128	0.552
的	-33.6376706565	-13.823898471	0.491
寻鬼记	40.6101653224	-11.132779173	0.666
衬托	3.14181839529	-49.0735914033	0.591
越深	-22.9008423352	-27.4625488282	0.468
还有	-49.9430203972	-19.941834725	0.584
相逢	44.3363892303	34.7057671325	0.651
蜃楼	59.3638863949	17.451963522	0.670
一封信	49.6653336968	-81.9409655308	0.678
门清	-6.97899343136	-34.5204552522	0.448
霍滕斯	14.7970334642	-24.8121138124	0.552
央视版	49.9724580511	-13.7594414856	0.534
最高潮	-45.7104203588	-14.4592095375	0.460
友情	30.6783300814	0.554898924191	0.507
今后	-7.65912142056	25.3480191255	0.508
长久	-9.55817341942	11.3100404398	0.454
快乐	55.0318498344	21.957726014	0.661
紧	-4.04138253718	-26.9183112569	0.565
草原	15.2573450355	84.7637130589	0.520
捣蛋	65.8541643484	-16.0005951855	0.542
文章	55.299592904	-66.3781984094	0.742
鸿	40.8272794798	-20.2664048208	0.620
有法空	27.7758139561	-52.822668755	0.720
公益	66.0757700742	-45.8017912116	0.604
着	-22.9785464695	34.2254073971	0.695
其后	-43.692517276	3.26647384845	0.487
友好	-41.3156395138	-33.3040593049	0.482
粗枝大叶	-22.1473188772	79.5202717077	0.718
提拔	26.3706094786	90.596875858	0.587
到	-37.1273822791	5.0722478842	0.538
用	-21.3708043135	-14.4850707429	0.476
马什	-3.01192035738	-67.7704371442	0.569
以及	-44.4463115324	-30.2890349149	0.681
神工	21.1471243542	-40.6871848911	0.628
心里	22.4826454594	47.3386749701	0.649
你	43.4511138894	48.5078099045	0.712
岩波	42.5112564482	-56.6750780151	0.675
起	-37.2048522308	-6.24320745012	0.545
常常	-25.9285606016	78.7132939345	0.750
沙漠	15.2584179336	84.766086574	0.520
羞于	-2.86361420961	36.0261832318	0.576
第一本	44.08364324	-60.1188368273	0.599
拔擢	26.3712653435	90.596941921	0.587
互相	-14.1590205547	-81.9917156731	0.768
盒子	0.0709719127993	6.6709143245	0.484
余	39.1583385155	-15.9027190593	0.537
拥有	-48.0099983457	-21.4343637732	0.611
混酸	-6.51158632165	-29.8914589601	0.504
知道	18.2861335653	59.2248952796	0.647
多么	19.2201261375	47.2961729563	0.526
美丽	54.0725441723	23.8469258928	0.531
代序	48.9515300834	-49.420678339	0.647
然而	-60.1511688396	11.1626053456	0.615
但	-63.7911559304	13.5740702871	0.821
代言人	23.2671750747	0.414931215688	0.543
盛意	19.4021084874	-43.8259133821	0.652
对	-56.3643250828	23.9370138969	0.663
艰辛	86.3007118863	-6.69884610466	0.530
几乎	-63.9669344553	11.5647899686	0.562
激动	-2.30453810291	69.8777407703	0.613
可以	-90.9970988236	21.321183636	0.681
假期	24.9611954598	-10.7794428944	0.652
锦野豪	13.5929041013	-22.0089403105	0.618
振轩	-0.911102513347	-8.76176470884	0.539
苦难	12.353122732	12.0927233618	0.548
父母	101.238461239	-2.00628242879	0.680
通过	-59.9323275309	3.29119731071	0.587
一颗	-20.9982920627	6.32529155827	0.706
那位	-0.755144578738	44.7181324239	0.555
却是	-17.1071159346	81.4337804807	0.669
满有	7.75350953533	16.1912879936	0.535
愉快	21.4719691884	40.8972517469	0.486
梦	38.0173011104	5.83764907004	0.621
这次	-89.7961641206	-21.5397133893	0.768
船只	-12.7469395282	-44.6682798001	0.554
天父	71.5944754521	53.8434810231	0.582
一九八九年	16.7714364748	-35.2068538443	0.543
友好合作	-40.6856173755	-34.039964384	0.482
淳厚	24.8779031442	-49.4061667455	0.659
法务局	6.69895705394	-26.5378101014	0.489
陌影	40.5875947813	-4.68365934146	0.461
出	-17.1819686325	-16.4540253905	0.501
知觉	9.70765514074	6.55596864889	0.591
地方	7.36703268006	-26.0082767848	0.489
天国	40.3589307488	-1.73028451908	0.470
艾米娜	13.3575135571	-8.75745342762	0.468
四月	11.9124058869	-70.6280557039	0.845
情爱	33.5532861104	15.4320259937	0.513
补缴	-12.7808371639	-39.3587897554	0.574
更动表	20.0106096595	-28.6670806496	0.622
盈利	81.447242658	-42.45052728	0.657
这份	-74.565099701	-35.1345359459	0.641
希森安德	17.865731438	-24.1201326218	0.683
秋去秋来	66.4933647994	19.6845865891	0.676
透气性	-24.8354716834	-29.1074667145	0.545
就是	-26.5960531883	13.638948215	0.623
学习	-12.9842844026	-72.4015440184	0.653
打开	-35.2237606343	63.272105361	0.625
冷雨	51.4983813185	14.9425564714	0.462
祷告	33.7595230409	40.8571158477	0.630
普通	-60.0988802963	2.48893671241	0.503
也好	41.0949829932	46.669922515	0.497
归国	-56.2153168718	58.7325008225	0.774
前	-37.8401601015	-14.0116877999	0.505
看见	-28.2426241505	59.3970574703	0.691
带给	15.6450857628	40.8951145653	0.548
神	30.9118261486	-38.5303814036	0.578
关心	-41.1382053669	47.8175616336	0.629
隐于	19.6671728928	-50.4996015181	0.542
但是	-62.0862703704	13.5838349907	0.821
令人	-7.95079322802	69.4606355617	0.520
法案	-60.4312062013	7.03810752481	0.587
林佛儿	45.3330232875	-47.8577965859	0.643
坎坷	87.9106407875	-6.43793039201	0.530
发生	-47.453415037	-79.3812659499	0.654
照料	97.5892406004	5.35121958256	0.691
寺川英	31.3025920502	-25.8534005417	0.588
陈又齐	16.2744844681	-17.8227633451	0.531
极	-63.5611853455	-3.55044824227	0.517
名字	-16.1865454431	-7.84604065301	0.567
太	32.5906486832	-25.0428409771	0.618
愿意	-11.4918643105	56.5662533867	0.632
十分	-11.8750543091	79.0513147673	0.705
被迫	-12.1262477186	50.9989703899	0.714
祝	41.6796503527	4.50545054535	0.432
笔杆	-3.16876366361	-32.8543028959	0.625
时	-39.6537121637	3.31184162954	0.590
挥不去	43.58283141	8.48466166417	0.670
午夜	38.2684779126	-5.63637339472	0.543
一份	-74.5663274544	-35.136828431	0.641
钉	32.0435702519	-27.7879078188	0.527
四季豆	62.1166871554	-33.1379941383	0.610
三立华剧	51.8013186116	28.1006727631	0.649
照片	-32.6136428573	-65.4115954096	0.561
不妥	-12.1864358152	21.6756199177	0.521
兴奋	-2.60098373272	69.2315608036	0.613
每日	-6.31679650122	-58.7835661653	0.506
接受	-50.5882117148	32.1386198295	0.490
两人成	3.34777291679	28.5364425914	0.589
多	-57.9495564267	-18.5166161324	0.497
王杰	66.24887749	21.2550261293	0.595
宫理惠	34.6324095703	-30.1135992917	0.527
回心转意	-5.79460788548	41.6266956805	0.629
夜	83.4362893109	22.4761188111	0.504
一日	11.401576918	-64.9301999222	0.545
一旦	-84.6400553024	21.9386223405	0.636
别难过	18.4592244562	-17.3585089349	0.619
将来	-7.11611352502	25.254060976	0.508
至	-4.97979061865	-52.6669292128	0.538
东西	0.575948361433	14.0806735683	0.563
重度	-17.370011367	-32.2013135414	0.615
三毛	52.2559685944	-17.1470570918	0.553
年轻	-12.4366637933	-6.9336945985	0.642
感谢	16.0561177045	30.9093123629	0.477
只能	-85.723728003	19.1374331496	0.665
当初	-16.8742073454	-1.45860670467	0.531
书	45.7608375385	-64.3352458782	0.559
指路	35.0737612321	-10.4894566021	0.430
我爱上	54.3927375113	26.9934650918	0.605
可能	-55.6824937578	5.16827990702	0.572
老旧	-35.0961132612	-54.8923321494	0.517
也	-53.2759345417	5.78029722965	0.702
闻香教	28.4252922056	-42.1491719908	0.476
已成	19.8794595355	-56.6984412157	0.445
不再	-78.3735592282	17.8825170254	0.554
不愿	-11.0180518246	56.3654432108	0.632
已经	-66.1878150628	9.8192150787	0.717
特急	-14.0726324976	4.03318907504	0.503
不过	-63.0609902512	12.9754748445	0.837
传真	-22.3973001795	-65.8694860485	0.578
比邻	-2.90645639668	-41.8654976321	0.502
纪晴	29.3134609032	1.1198623931	0.462
心声	40.1229955032	21.5909390526	0.560
却成	3.0092617261	27.5879187527	0.589
之	16.0505444682	-27.305432948	0.384
久	33.3172564327	-24.465026604	0.588
并未	-67.6077214019	12.8857150558	0.659
木讷	-21.486693943	78.971105299	0.754
一件	6.46110550014	-82.6855742808	0.718
一下	32.8260063373	56.5055147951	0.546
州境	-5.45285748173	-43.2243658595	0.609
鼓励	-37.6635714254	37.359293324	0.599
不想	26.1888823718	54.3908604618	0.661
它	-53.2393210364	-8.28103185871	0.539
快快	36.2873372674	22.9332908149	0.537
不懈	-40.1984207299	40.4154312732	0.619
努力	-39.2104776034	39.721258666	0.619
为了	-40.1250771709	33.626140381	0.542
便	-34.7859345729	4.83430974763	0.701
调查	-51.3595570912	33.6999133388	0.490
宗教	77.248318477	56.6137443405	0.679
全里	-15.0427282934	-95.7933319976	0.505
战维	8.43849919631	-20.4820420537	0.541
梁齐瑞	38.7671861782	-11.4982648619	0.630
不仅	-65.6518934369	-4.15464099783	0.540
领略	7.4848382814	14.4096197123	0.535
我成	31.7503899924	-4.06113126565	0.508
允夏	35.8025269586	-3.77611719367	0.596
大	30.0239759383	-15.1814932996	0.539
病	-17.7099027394	-56.8829510482	0.616
仍然	-67.4819179756	22.6307895396	0.832
低吟	30.5801449663	18.8522419631	0.524
帮助	-37.2473523025	37.0097780012	0.599
豆浆	62.1575415531	-28.0400189842	0.664
白薯	62.2843858645	-33.5922534386	0.610
一生	50.5847726432	32.9585524559	0.595
欢喜	53.2836067187	-3.69827505207	0.539
更令	-49.8041572208	12.355318445	0.512
宗玄	24.6100467274	9.18740173887	0.535
未眠	82.9993613858	22.3749251835	0.504
最为	-69.4890517026	-5.33183150165	0.579
饭店	-45.1874210201	-62.8384364121	0.747
一些	-64.8595609938	-14.1813604154	0.792
心中	23.898653919	36.0849010786	0.649
天衣无缝	29.2029649277	18.6359964966	0.524
刚刚	-30.9522587817	2.92202018844	0.508
远	14.9000082463	-15.7027628994	0.416
拜望	14.4326724366	-42.3440684978	0.596
男声	61.7917817421	10.5665689286	0.661
这	-55.2141094926	-6.90829771766	0.539
香槟	3.98033658148	1.34406294236	0.550
过	-43.8241602068	-45.4124985914	0.613
烂醉如泥	-2.28903850452	-4.70708809629	0.527
郑淑妃	60.3989816328	20.9120097449	0.599
上以	-28.5506962603	-10.6954056948	0.424
伊利诺伊大学	3.53044414501	0.574800640272	0.550
靠神	9.59744311011	16.1528749384	0.553
去	-15.509456321	41.7094377911	0.588
扮	74.4185929774	7.71641920669	0.632
没能	-68.0503143974	16.4729600042	0.483
人帅	19.4940993957	-6.71496619342	0.548
见过	3.76248531565	38.3728493903	0.567
焦虑	-1.51713397339	73.3175805919	0.649
第一篇	53.2703275675	-65.0914852437	0.635
可惜	-64.4678021446	26.6565732826	0.519
托	-1.06345393994	-71.6645100583	0.569
蔡广财	16.5985954877	-20.5553391412	0.432
约会	26.5567923897	6.37678845492	0.523
使人	3.86557666393	12.7246675279	0.520
看着	9.95025558278	51.5368024566	0.490
所	9.07196955664	-24.6004785799	0.603
这是	-32.7448673925	-16.3122192718	0.612
一大堆	-0.954514833127	9.9966983795	0.563
受得了	33.3090052937	25.9663640089	0.564
迎	11.5350091966	-54.8509146094	0.469
事实上	-61.676540973	16.1089725292	0.709
才	-34.0181324402	3.64066808005	0.587
怅然	24.2097170762	-52.5622076207	0.648
失之于	20.9016388628	-53.5943124607	0.568
影响	-79.0786718931	-15.8140794793	0.628
后悔不已	-3.8471889848	37.7436076462	0.615
大漠	50.8691383763	-13.2198024835	0.534
春天	7.89922231292	92.5535811444	0.640
更	-64.7442418859	-6.46823994569	0.644
默默地	2.59031934349	47.2080503967	0.624
往往	-65.9417615295	-2.4177780824	0.572
心情愉快	5.95964696038	17.8337101463	0.576
之中	-37.4112076621	-19.494304081	0.513
僻远	-4.85402417648	-42.8143049869	0.609
爱护	-41.1070338697	47.7163137689	0.629
情为	39.8956458136	27.6518771294	0.627
想念	53.7441541606	30.1598855079	0.649
因为	-60.5894824029	14.3322065348	0.687
家里	98.5438853689	0.363767249328	0.691
默默无语	31.1883562692	-4.78541485174	0.619
爱情	51.8398096891	27.1715638188	0.613
小船	-12.65065697	-45.3073812979	0.554
路	-13.8359380945	-97.441530868	0.666
看	33.1921700636	58.4303698078	0.595
这句	-92.5659321288	-9.60481450898	0.715
并	-45.705448972	3.1839802356	0.663
和	-44.0814799415	-30.6142332008	0.684
之后	-40.6208555954	2.57674480246	0.796
体虚	-18.6303014568	-27.2505507702	0.514
有时	-28.9522847915	78.6032001895	0.752
丈夫	99.2707869861	-5.82250311559	0.859
一篇	53.7528654495	-67.1812864121	0.742
一封	49.6688786707	-81.9525048218	0.511
公视	55.2852892119	1.42969375103	0.628
经纬	23.4762966767	-28.0250346547	0.423
世界	41.0494749122	-5.79215646574	0.442
刊出	57.8243480633	-67.1894273171	0.764
再次发生	-47.4446429358	-79.3987333802	0.654
出来	-18.1448045844	-15.9552190442	0.501
荡然无存	19.4767191809	-57.6260491403	0.445
短短	-78.9333799138	-51.4987571097	0.583
紧豪	-5.08441090121	-27.7257895747	0.565
珍重	67.0243702333	19.1463147341	0.676
以此	-26.9203134036	-8.08742487011	0.568
培养	-71.3243052434	57.0570786772	0.724
内心	-16.4679215859	78.7218467987	0.703
每晚	-0.197178989739	-58.1303577298	0.719
真	38.7046033612	4.76153890668	0.446
接到	-83.3952297611	-38.9952067203	0.601
以辟	20.3962517438	-49.6388703955	0.542
羟汞化	-6.63110705022	-28.7514739238	0.730
悠悠的	28.8570638744	-5.71674130589	0.413
中国	66.3458626056	67.2412705132	0.578
本身	-67.4159936834	0.629597426977	0.554
安招国	15.4054297553	-22.8278355054	0.544
感情	60.8271366567	45.1815557306	0.543
说声	37.2517867319	29.8276491636	0.510
沮丧	-5.61057644838	65.47370379	0.486
两三千	-13.1222134788	-41.8870931584	0.603
半子	17.7874926266	-41.5570089491	0.467
书场	24.9123309706	-33.5657693554	0.468
